;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 04/12/2013 8:55:45 SA
;----------------------------------------------

;Address Opcode 	ASM
0x08C0	0xE008      	BZ          L__Mmc_Write_Sector97
0x08C2	0x0104      	MOVLB       4
0x08C4	0x3755      	RLCF        Mmc_Write_Sector_byte_start_L0, 1, 1
0x08C6	0x9155      	BCF         Mmc_Write_Sector_byte_start_L0, 0, 1
0x08C8	0x3756      	RLCF        Mmc_Write_Sector_byte_start_L0+1, 1, 1
0x08CA	0x3757      	RLCF        Mmc_Write_Sector_byte_start_L0+2, 1, 1
0x08CC	0x3758      	RLCF        Mmc_Write_Sector_byte_start_L0+3, 1, 1
0x08CE	0x0FFF      	ADDLW       255
0x08D0	0xD7F7      	BRA         L__Mmc_Write_Sector96
L__Mmc_Write_Sector97:
L_Mmc_Write_Sector38:
0x08D2	0x0104      	MOVLB       4
;__Lib_Mmc.c,288 :: 		
0x08D4	0x0E18      	MOVLW       24
0x08D6	0x6F60      	MOVWF       FARG___Lib_Mmc_Mmc_Send_Command_partial_cmm, 1
0x08D8	0xF461C455  	MOVFF       Mmc_Write_Sector_byte_start_L0, FARG___Lib_Mmc_Mmc_Send_Command_content
0x08DC	0xF462C456  	MOVFF       Mmc_Write_Sector_byte_start_L0+1, FARG___Lib_Mmc_Mmc_Send_Command_content+1
0x08E0	0xF463C457  	MOVFF       Mmc_Write_Sector_byte_start_L0+2, FARG___Lib_Mmc_Mmc_Send_Command_content+2
0x08E4	0xF464C458  	MOVFF       Mmc_Write_Sector_byte_start_L0+3, FARG___Lib_Mmc_Mmc_Send_Command_content+3
0x08E8	0x0EFF      	MOVLW       255
0x08EA	0x6F65      	MOVWF       FARG___Lib_Mmc_Mmc_Send_Command_crc, 1
0x08EC	0xDC8F      	RCALL       __Lib_Mmc_Mmc_Send_Command
0x08EE	0x5200      	MOVF        R0, 1 
0x08F0	0xE004      	BZ          L_Mmc_Write_Sector39
;__Lib_Mmc.c,290 :: 		
0x08F2	0xDC7F      	RCALL       __Lib_Mmc_Mmc_DeSelect
;__Lib_Mmc.c,291 :: 		
0x08F4	0x0E01      	MOVLW       1
0x08F6	0x6E00      	MOVWF       R0 
0x08F8	0xD091      	BRA         L_end_Mmc_Write_Sector
;__Lib_Mmc.c,292 :: 		
L_Mmc_Write_Sector39:
;__Lib_Mmc.c,296 :: 		
0x08FA	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x08FE	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0902	0x0EFF      	MOVLW       255
0x0904	0x6EE6      	MOVWF       POSTINC1 
0x0906	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x090A	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x090E	0xDC24      	RCALL       _____DoIFC
;__Lib_Mmc.c,297 :: 		
0x0910	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x0914	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0918	0x0EFF      	MOVLW       255
0x091A	0x6EE6      	MOVWF       POSTINC1 
0x091C	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x0920	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x0924	0xDC19      	RCALL       _____DoIFC
;__Lib_Mmc.c,300 :: 		
0x0926	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x092A	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x092E	0x0EFE      	MOVLW       254
0x0930	0x6EE6      	MOVWF       POSTINC1 
0x0932	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x0936	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x093A	0xDC0E      	RCALL       _____DoIFC
;__Lib_Mmc.c,303 :: 		
0x093C	0x0104      	MOVLB       4
0x093E	0x6B53      	CLRF        Mmc_Write_Sector_i_L0, 1
0x0940	0x6B54      	CLRF        Mmc_Write_Sector_i_L0+1, 1
L_Mmc_Write_Sector40:
0x0942	0x5154      	MOVF        Mmc_Write_Sector_i_L0+1, 0, 1
0x0944	0x0801      	SUBLW       1
0x0946	0xE102      	BNZ         L__Mmc_Write_Sector98
0x0948	0x5153      	MOVF        Mmc_Write_Sector_i_L0, 0, 1
0x094A	0x08FF      	SUBLW       255
L__Mmc_Write_Sector98:
0x094C	0xE316      	BNC         L_Mmc_Write_Sector41
;__Lib_Mmc.c,304 :: 		
0x094E	0x5153      	MOVF        Mmc_Write_Sector_i_L0, 0, 1
0x0950	0x2551      	ADDWF       FARG_Mmc_Write_Sector_dbuff, 0, 1
0x0952	0x6EE9      	MOVWF       FSR0L 
0x0954	0x5154      	MOVF        Mmc_Write_Sector_i_L0+1, 0, 1
0x0956	0x2152      	ADDWFC      FARG_Mmc_Write_Sector_dbuff+1, 0, 1
0x0958	0x6EEA      	MOVWF       FSR0H 
0x095A	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x095E	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0962	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x0966	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x096A	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x096E	0xF000ECAC  	CALL        _____DoIFC, 0
;__Lib_Mmc.c,303 :: 		
0x0972	0x0104      	MOVLB       4
0x0974	0x4B53      	INFSNZ      Mmc_Write_Sector_i_L0, 1, 1
0x0976	0x2B54      	INCF        Mmc_Write_Sector_i_L0+1, 1, 1
;__Lib_Mmc.c,305 :: 		
0x0978	0xD7E4      	BRA         L_Mmc_Write_Sector40
L_Mmc_Write_Sector41:
;__Lib_Mmc.c,308 :: 		
0x097A	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x097E	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x0982	0x0EFF      	MOVLW       255
0x0984	0x6EE6      	MOVWF       POSTINC1 
0x0986	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x098A	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x098E	0xF000ECAC  	CALL        _____DoIFC, 0
;__Lib_Mmc.c,309 :: 		
0x0992	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x0996	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x099A	0x0EFF      	MOVLW       255
0x099C	0x6EE6      	MOVWF       POSTINC1 
0x099E	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x09A2	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x09A6	0xF000ECAC  	CALL        _____DoIFC, 0
;__Lib_Mmc.c,312 :: 		
0x09AA	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x09AE	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x09B2	0x0EFF      	MOVLW       255
0x09B4	0x6EE6      	MOVWF       POSTINC1 
0x09B6	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x09BA	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x09BE	0xF000ECAC  	CALL        _____DoIFC, 0
0x09C2	0xF453C000  	MOVFF       R0, Mmc_Write_Sector_i_L0
0x09C6	0x0E00      	MOVLW       0
0x09C8	0x0104      	MOVLB       4
0x09CA	0x6F54      	MOVWF       Mmc_Write_Sector_i_L0+1, 1
;__Lib_Mmc.c,313 :: 		
0x09CC	0x0E1F      	MOVLW       31
0x09CE	0x1553      	ANDWF       Mmc_Write_Sector_i_L0, 0, 1
0x09D0	0x6E01      	MOVWF       R1 
0x09D2	0xF002C454  	MOVFF       Mmc_Write_Sector_i_L0+1, R2
0x09D6	0x0E00      	MOVLW       0
0x09D8	0x1602      	ANDWF       R2, 1 
0x09DA	0xF453C001  	MOVFF       R1, Mmc_Write_Sector_i_L0
0x09DE	0xF454C002  	MOVFF       R2, Mmc_Write_Sector_i_L0+1
;__Lib_Mmc.c,314 :: 		
0x09E2	0x0E00      	MOVLW       0
0x09E4	0x1802      	XORWF       R2, 0 
0x09E6	0xE102      	BNZ         L__Mmc_Write_Sector99
0x09E8	0x0E05      	MOVLW       5
0x09EA	0x1801      	XORWF       R1, 0 
L__Mmc_Write_Sector99:
0x09EC	0xE004      	BZ          L_Mmc_Write_Sector43
;__Lib_Mmc.c,316 :: 		
0x09EE	0xDC01      	RCALL       __Lib_Mmc_Mmc_DeSelect
;__Lib_Mmc.c,317 :: 		
0x09F0	0x0E02      	MOVLW       2
0x09F2	0x6E00      	MOVWF       R0 
0x09F4	0xD013      	BRA         L_end_Mmc_Write_Sector
;__Lib_Mmc.c,318 :: 		
L_Mmc_Write_Sector43:
;__Lib_Mmc.c,320 :: 		
L_Mmc_Write_Sector44:
0x09F6	0xFFE1C03D  	MOVFF       _SPI_Rd_Ptr+2, FSR1L
0x09FA	0xFFE2C03E  	MOVFF       _SPI_Rd_Ptr+3, FSR1H
0x09FE	0x0EFF      	MOVLW       255
0x0A00	0x6EE6      	MOVWF       POSTINC1 
0x0A02	0xF000C03B  	MOVFF       _SPI_Rd_Ptr, R0
0x0A06	0xF001C03C  	MOVFF       _SPI_Rd_Ptr+1, R1
0x0A0A	0xF000ECAC  	CALL        _____DoIFC, 0
0x0A0E	0x5000      	MOVF        R0, 0 
0x0A10	0x0AFF      	XORLW       255
0x0A12	0xE001      	BZ          L_Mmc_Write_Sector45
;__Lib_Mmc.c,321 :: 		
0x0A14	0xD7F0      	BRA         L_Mmc_Write_Sector44
L_Mmc_Write_Sector45:
;__Lib_Mmc.c,323 :: 		
0x0A16	0xF000ECF9  	CALL        __Lib_Mmc_Mmc_DeSelect, 0
;__Lib_Mmc.c,326 :: 		
0x0A1A	0x6A00      	CLRF        R0 
;__Lib_Mmc.c,327 :: 		
L_end_Mmc_Write_Sector:
0x0A1C	0x0012      	RETURN      0
; end of _Mmc_Write_Sector
_main:
0x0A1E	0xF007ECFF  	CALL        4094, 0
;soundrec.c,144 :: 		void main()
;soundrec.c,153 :: 		ptrIndex = 0;
0x0A22	0x6A3F      	CLRF        soundrec_ptrIndex 
0x0A24	0x6A40      	CLRF        soundrec_ptrIndex+1 
;soundrec.c,154 :: 		currentBuffer = 0;
0x0A26	0x6A46      	CLRF        _currentBuffer 
;soundrec.c,155 :: 		bufferFull = 0;
0x0A28	0x6A29      	CLRF        _bufferFull 
;soundrec.c,156 :: 		mode = 0;
0x0A2A	0x6A28      	CLRF        _mode 
;soundrec.c,157 :: 		adcResult = 0;
0x0A2C	0x6A27      	CLRF        _adcResult 
;soundrec.c,160 :: 		INTCON2 &= ~(1 << 7); // nRBPU = 0
0x0A2E	0x0E7F      	MOVLW       127
0x0A30	0x16F1      	ANDWF       INTCON2, 1 
;soundrec.c,162 :: 		ptr = &buffer0[0];
0x0A32	0x0E47      	MOVLW       _buffer0
0x0A34	0x6E2A      	MOVWF       soundrec_ptr 
0x0A36	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0A38	0x6E2B      	MOVWF       soundrec_ptr+1 
;soundrec.c,163 :: 		adcInit();
0x0A3A	0xDD6E      	RCALL       _adcInit
;soundrec.c,164 :: 		Delay_ms(100);
0x0A3C	0x0E03      	MOVLW       3
0x0A3E	0x6E0B      	MOVWF       R11, 0
0x0A40	0x0E8A      	MOVLW       138
0x0A42	0x6E0C      	MOVWF       R12, 0
0x0A44	0x0E55      	MOVLW       85
0x0A46	0x6E0D      	MOVWF       R13, 0
L_main3:
0x0A48	0x2E0D      	DECFSZ      R13, 1, 0
0x0A4A	0xD7FE      	BRA         L_main3
0x0A4C	0x2E0C      	DECFSZ      R12, 1, 0
0x0A4E	0xD7FC      	BRA         L_main3
0x0A50	0x2E0B      	DECFSZ      R11, 1, 0
0x0A52	0xD7FA      	BRA         L_main3
0x0A54	0x0000      	NOP
0x0A56	0x0000      	NOP
;soundrec.c,168 :: 		TRISD = 0x00; 							// Output for DAC0808
0x0A58	0x6A95      	CLRF        TRISD 
;soundrec.c,169 :: 		TRISB = (1 << RB0) | (1 << RB1); 		// B0, B1 input; remains output
0x0A5A	0x0E03      	MOVLW       3
0x0A5C	0x6E93      	MOVWF       TRISB 
;soundrec.c,170 :: 		TRISC &= ~((1 << 2) | (1 << 6)); 					// Output for CS pin
0x0A5E	0x0EBB      	MOVLW       187
0x0A60	0x1694      	ANDWF       TRISC, 1 
;soundrec.c,173 :: 		LATD = 0x40;
0x0A62	0x0E40      	MOVLW       64
0x0A64	0x6E8C      	MOVWF       LATD 
;soundrec.c,176 :: 		Lcd_Init();								// Init LCD for display
0x0A66	0xDD5E      	RCALL       _Lcd_Init
;soundrec.c,177 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0A68	0x0E01      	MOVLW       1
0x0A6A	0x0104      	MOVLB       4
0x0A6C	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0A6E	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,178 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0A72	0x0E0C      	MOVLW       12
0x0A74	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0A76	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,179 :: 		Lcd_Out(1, 2, codeToRam(lcd_welcome));
0x0A7A	0x0E96      	MOVLW       _lcd_welcome
0x0A7C	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0A7E	0x0E0F      	MOVLW       hi_addr(_lcd_welcome)
0x0A80	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0A82	0x0E00      	MOVLW       higher_addr(_lcd_welcome)
0x0A84	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0A86	0xDD17      	RCALL       _codeToRam
0x0A88	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0A8C	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0A90	0x0E01      	MOVLW       1
0x0A92	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0A94	0x0E02      	MOVLW       2
0x0A96	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0A98	0xDCCF      	RCALL       _Lcd_Out
;soundrec.c,185 :: 		_SPI_CLK_IDLE_LOW, _SPI_LOW_2_HIGH);
0x0A9A	0x0E02      	MOVLW       2
0x0A9C	0x6F4D      	MOVWF       FARG_SPI1_Init_Advanced_master, 1
0x0A9E	0x6B4E      	CLRF        FARG_SPI1_Init_Advanced_data_sample, 1
0x0AA0	0x6B4F      	CLRF        FARG_SPI1_Init_Advanced_clock_idle, 1
0x0AA2	0x0E01      	MOVLW       1
0x0AA4	0x6F50      	MOVWF       FARG_SPI1_Init_Advanced_transmit_edge, 1
0x0AA6	0xDD89      	RCALL       _SPI1_Init_Advanced
;soundrec.c,188 :: 		while (MMC_Init() != 0)
L_main4:
0x0AA8	0xDDB4      	RCALL       _Mmc_Init
0x0AAA	0x5000      	MOVF        R0, 0 
0x0AAC	0x0A00      	XORLW       0
0x0AAE	0xE001      	BZ          L_main5
;soundrec.c,190 :: 		}
0x0AB0	0xD7FB      	BRA         L_main4
L_main5:
;soundrec.c,194 :: 		_SPI_CLK_IDLE_LOW, _SPI_LOW_2_HIGH);
0x0AB2	0x6B4D      	CLRF        FARG_SPI1_Init_Advanced_master, 1
0x0AB4	0x6B4E      	CLRF        FARG_SPI1_Init_Advanced_data_sample, 1
0x0AB6	0x6B4F      	CLRF        FARG_SPI1_Init_Advanced_clock_idle, 1
0x0AB8	0x0E01      	MOVLW       1
0x0ABA	0x6F50      	MOVWF       FARG_SPI1_Init_Advanced_transmit_edge, 1
0x0ABC	0xDD7E      	RCALL       _SPI1_Init_Advanced
;soundrec.c,198 :: 		INTCON |= (1 << GIE) | (1 << PEIE);		/* Global interrupt */
0x0ABE	0x0EC0      	MOVLW       192
0x0AC0	0x12F2      	IORWF       INTCON, 1 
;soundrec.c,200 :: 		for (;;)        						/* Repeat forever */
L_main6:
;soundrec.c,202 :: 		while (SLCT != 0){
L_main9:
0x0AC2	0xA081      	BTFSS       RB0_bit, BitPos(RB0_bit+0) 
0x0AC4	0xD001      	BRA         L_main10
;soundrec.c,203 :: 		}
0x0AC6	0xD7FD      	BRA         L_main9
L_main10:
0x0AC8	0x0104      	MOVLB       4
;soundrec.c,206 :: 		Lcd_Cmd(_LCD_CLEAR);               		// Clear display
0x0ACA	0x0E01      	MOVLW       1
0x0ACC	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0ACE	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,209 :: 		while (OK)	/* OK not pressed */
L_main11:
0x0AD2	0xA281      	BTFSS       RB1_bit, BitPos(RB1_bit+0) 
0x0AD4	0xD089      	BRA         L_main12
;soundrec.c,211 :: 		if (!SLCT)	/* SLCT */
0x0AD6	0xB081      	BTFSC       RB0_bit, BitPos(RB0_bit+0) 
0x0AD8	0xD018      	BRA         L_main13
;soundrec.c,213 :: 		Delay_ms(300);
0x0ADA	0x0E08      	MOVLW       8
0x0ADC	0x6E0B      	MOVWF       R11, 0
0x0ADE	0x0E9D      	MOVLW       157
0x0AE0	0x6E0C      	MOVWF       R12, 0
0x0AE2	0x0E05      	MOVLW       5
0x0AE4	0x6E0D      	MOVWF       R13, 0
L_main14:
0x0AE6	0x2E0D      	DECFSZ      R13, 1, 0
0x0AE8	0xD7FE      	BRA         L_main14
0x0AEA	0x2E0C      	DECFSZ      R12, 1, 0
0x0AEC	0xD7FC      	BRA         L_main14
0x0AEE	0x2E0B      	DECFSZ      R11, 1, 0
0x0AF0	0xD7FA      	BRA         L_main14
0x0AF2	0x0000      	NOP
0x0AF4	0x0000      	NOP
;soundrec.c,214 :: 		mode++;
0x0AF6	0x5028      	MOVF        _mode, 0 
0x0AF8	0x0F01      	ADDLW       1
0x0AFA	0x6E00      	MOVWF       R0 
0x0AFC	0xF028C000  	MOVFF       R0, _mode
;soundrec.c,215 :: 		if (mode == 4)
0x0B00	0x5028      	MOVF        _mode, 0 
0x0B02	0x0A04      	XORLW       4
0x0B04	0xE102      	BNZ         L_main15
;soundrec.c,217 :: 		mode = 1;
0x0B06	0x0E01      	MOVLW       1
0x0B08	0x6E28      	MOVWF       _mode 
;soundrec.c,218 :: 		}
L_main15:
;soundrec.c,219 :: 		}
L_main13:
0x0B0A	0x0104      	MOVLB       4
;soundrec.c,221 :: 		if ((mode == 1) & (lastMode != mode))
0x0B0C	0x5028      	MOVF        _mode, 0 
0x0B0E	0x0A01      	XORLW       1
0x0B10	0x0E01      	MOVLW       1
0x0B12	0xA4D8      	BTFSS       STATUS, 2 
0x0B14	0x0E00      	MOVLW       0
0x0B16	0x6E01      	MOVWF       R1 
0x0B18	0x5147      	MOVF        main_lastMode_L0, 0, 1
0x0B1A	0x1828      	XORWF       _mode, 0 
0x0B1C	0x0E00      	MOVLW       0
0x0B1E	0xA4D8      	BTFSS       STATUS, 2 
0x0B20	0x0E01      	MOVLW       1
0x0B22	0x6E00      	MOVWF       R0 
0x0B24	0x5001      	MOVF        R1, 0 
0x0B26	0x1600      	ANDWF       R0, 1 
0x0B28	0xE015      	BZ          L_main16
;soundrec.c,223 :: 		lcdClear();
0x0B2A	0x0E01      	MOVLW       1
0x0B2C	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0B2E	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,224 :: 		lcdDisplay(1, 2, codeToRam(lcd_record));
0x0B32	0x0ED7      	MOVLW       _lcd_record
0x0B34	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0B36	0x0E0F      	MOVLW       hi_addr(_lcd_record)
0x0B38	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0B3A	0x0E00      	MOVLW       higher_addr(_lcd_record)
0x0B3C	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0B3E	0xDCBB      	RCALL       _codeToRam
0x0B40	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0B44	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0B48	0x0E01      	MOVLW       1
0x0B4A	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0B4C	0x0E02      	MOVLW       2
0x0B4E	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0B50	0xDC73      	RCALL       _Lcd_Out
;soundrec.c,225 :: 		}
0x0B52	0xD047      	BRA         L_main17
L_main16:
;soundrec.c,226 :: 		else if ((mode == 2) & (lastMode != mode))
0x0B54	0x5028      	MOVF        _mode, 0 
0x0B56	0x0A02      	XORLW       2
0x0B58	0x0E01      	MOVLW       1
0x0B5A	0xA4D8      	BTFSS       STATUS, 2 
0x0B5C	0x0E00      	MOVLW       0
0x0B5E	0x6E01      	MOVWF       R1 
0x0B60	0x5147      	MOVF        main_lastMode_L0, 0, 1
0x0B62	0x1828      	XORWF       _mode, 0 
0x0B64	0x0E00      	MOVLW       0
0x0B66	0xA4D8      	BTFSS       STATUS, 2 
0x0B68	0x0E01      	MOVLW       1
0x0B6A	0x6E00      	MOVWF       R0 
0x0B6C	0x5001      	MOVF        R1, 0 
0x0B6E	0x1600      	ANDWF       R0, 1 
0x0B70	0xE015      	BZ          L_main18
;soundrec.c,228 :: 		lcdClear();
0x0B72	0x0E01      	MOVLW       1
0x0B74	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0B76	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,229 :: 		lcdDisplay(1, 2, codeToRam(lcd_play));
0x0B7A	0x0EE8      	MOVLW       _lcd_play
0x0B7C	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0B7E	0x0E0F      	MOVLW       hi_addr(_lcd_play)
0x0B80	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0B82	0x0E00      	MOVLW       higher_addr(_lcd_play)
0x0B84	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0B86	0xDC97      	RCALL       _codeToRam
0x0B88	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0B8C	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0B90	0x0E01      	MOVLW       1
0x0B92	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0B94	0x0E02      	MOVLW       2
0x0B96	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0B98	0xDC4F      	RCALL       _Lcd_Out
;soundrec.c,230 :: 		}
0x0B9A	0xD023      	BRA         L_main19
L_main18:
;soundrec.c,231 :: 		else if ((mode == 3) & (lastMode != mode))
0x0B9C	0x5028      	MOVF        _mode, 0 
0x0B9E	0x0A03      	XORLW       3
0x0BA0	0x0E01      	MOVLW       1
0x0BA2	0xA4D8      	BTFSS       STATUS, 2 
0x0BA4	0x0E00      	MOVLW       0
0x0BA6	0x6E01      	MOVWF       R1 
0x0BA8	0x5147      	MOVF        main_lastMode_L0, 0, 1
0x0BAA	0x1828      	XORWF       _mode, 0 
0x0BAC	0x0E00      	MOVLW       0
0x0BAE	0xA4D8      	BTFSS       STATUS, 2 
0x0BB0	0x0E01      	MOVLW       1
0x0BB2	0x6E00      	MOVWF       R0 
0x0BB4	0x5001      	MOVF        R1, 0 
0x0BB6	0x1600      	ANDWF       R0, 1 
0x0BB8	0xE014      	BZ          L_main20
;soundrec.c,233 :: 		lcdClear();
0x0BBA	0x0E01      	MOVLW       1
0x0BBC	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0BBE	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,234 :: 		lcdDisplay(1, 2, codeToRam(lcd_sampleRate));
0x0BC2	0x0EA5      	MOVLW       _lcd_sampleRate
0x0BC4	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0BC6	0x0E0F      	MOVLW       hi_addr(_lcd_sampleRate)
0x0BC8	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0BCA	0x0E00      	MOVLW       higher_addr(_lcd_sampleRate)
0x0BCC	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0BCE	0xDC73      	RCALL       _codeToRam
0x0BD0	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0BD4	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0BD8	0x0E01      	MOVLW       1
0x0BDA	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0BDC	0x0E02      	MOVLW       2
0x0BDE	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0BE0	0xDC2B      	RCALL       _Lcd_Out
;soundrec.c,235 :: 		}
L_main20:
L_main19:
L_main17:
;soundrec.c,237 :: 		lastMode = mode;
0x0BE2	0xF447C028  	MOVFF       _mode, main_lastMode_L0
;soundrec.c,238 :: 		}
0x0BE6	0xD775      	BRA         L_main11
L_main12:
;soundrec.c,241 :: 		if (mode == 1)
0x0BE8	0x5028      	MOVF        _mode, 0 
0x0BEA	0x0A01      	XORLW       1
0x0BEC	0xA4D8      	BTFSS       STATUS, 2 
0x0BEE	0xD08A      	BRA         L_main21
;soundrec.c,244 :: 		timer1Config();
0x0BF0	0xDDB2      	RCALL       _timer1Config
;soundrec.c,247 :: 		lcdClear();
0x0BF2	0x0E01      	MOVLW       1
0x0BF4	0x0104      	MOVLB       4
0x0BF6	0x6F60      	MOVWF       FARG_Lcd_Cmd_out_char, 1
0x0BF8	0xF000ECBA  	CALL        _Lcd_Cmd, 0
;soundrec.c,248 :: 		lcdDisplay(1, 2, codeToRam(lcd_writing));
0x0BFC	0x0EB3      	MOVLW       _lcd_writing
0x0BFE	0x6F4D      	MOVWF       FARG_codeToRam_ctxt, 1
0x0C00	0x0E0F      	MOVLW       hi_addr(_lcd_writing)
0x0C02	0x6F4E      	MOVWF       FARG_codeToRam_ctxt+1, 1
0x0C04	0x0E00      	MOVLW       higher_addr(_lcd_writing)
0x0C06	0x6F4F      	MOVWF       FARG_codeToRam_ctxt+2, 1
0x0C08	0xDC56      	RCALL       _codeToRam
0x0C0A	0xF44FC000  	MOVFF       R0, FARG_Lcd_Out_text
0x0C0E	0xF450C001  	MOVFF       R1, FARG_Lcd_Out_text+1
0x0C12	0x0E01      	MOVLW       1
0x0C14	0x6F4D      	MOVWF       FARG_Lcd_Out_row, 1
0x0C16	0x0E02      	MOVLW       2
0x0C18	0x6F4E      	MOVWF       FARG_Lcd_Out_column, 1
0x0C1A	0xDC0E      	RCALL       _Lcd_Out
;soundrec.c,251 :: 		ptr = buffer0;
0x0C1C	0x0E47      	MOVLW       _buffer0
0x0C1E	0x6E2A      	MOVWF       soundrec_ptr 
0x0C20	0x0E00      	MOVLW       hi_addr(_buffer0)
0x0C22	0x6E2B      	MOVWF       soundrec_ptr+1 
;soundrec.c,252 :: 		ptrIndex = 0;
0x0C24	0x6A3F      	CLRF        soundrec_ptrIndex 
0x0C26	0x6A40      	CLRF        soundrec_ptrIndex+1 
;soundrec.c,253 :: 		sectorIndex = 0;
0x0C28	0x6B48      	CLRF        main_sectorIndex_L0, 1
0x0C2A	0x6B49      	CLRF        main_sectorIndex_L0+1, 1
0x0C2C	0x6B4A      	CLRF        main_sectorIndex_L0+2, 1
0x0C2E	0x6B4B      	CLRF        main_sectorIndex_L0+3, 1
;soundrec.c,254 :: 		bufferFull = 0;
